Seller ID,Category ID,Number of Ads Posted,Number of Buyers Who Viewed the Ads
42615,13,1,78
6247,11,6,526
35917,11,2,93
45994,5,1,36
2810,1,10,685
24957,12,2,103
106184,3,1,45
30277,5,2,33
59548,10,1,80
9136,5,5,185
13571,7,4,44
84962,5,1,90
69129,6,1,20
120166,5,1,26
103858,5,1,53
81560,7,1,95
25592,1,2,3
4651,5,7,464
24446,6,2,141
25211,5,2,140
2225,7,3,257
106123,5,1,79
48348,1,1,41
53995,2,1,96
5929,2,6,192
14920,2,3,108
60598,6,1,31
21543,6,1,82
2021,2,12,752
63608,1,1,19
110655,10,1,22
104158,2,1,17
71399,1,1,67
86790,13,1,30
106872,1,1,91
18028,7,3,174
92062,5,1,90
52871,7,1,78
38774,2,2,93
3822,4,8,768
5275,13,1,49
2742,4,10,281
4160,7,8,252
88535,7,1,54
55010,13,1,42
32110,13,2,49
73617,7,1,37
89792,1,1,33
41120,5,1,67
93646,8,1,57
96375,2,1,63
8612,13,1,46
49749,1,1,47
97888,5,1,78
29953,5,2,23
12427,6,4,399
818,2,7,32
3274,3,9,20
33120,2,2,41
23090,2,2,166
44557,13,1,90
37183,1,2,149
93953,6,1,7
61135,2,1,68
98053,5,1,39
113125,7,1,27
61757,3,1,22
42079,11,1,32
13781,7,3,26
34176,5,2,31
44443,4,1,42
49339,4,1,73
16095,8,2,180
12361,11,4,17
52802,5,1,30
20943,2,3,225
35273,2,1,90
121010,13,1,61
82595,1,1,100
63718,5,1,54
103048,5,1,28
14089,6,3,158
55290,6,1,58
29892,2,2,199
63919,7,1,85
90378,3,1,88
59363,4,1,52
361,1,70,2751
16739,8,3,34
47748,2,1,21
7052,13,6,285
52459,1,1,80
62525,1,1,94
14232,13,2,157
38563,4,2,134
2609,8,10,529
56248,1,1,52
59822,3,1,55
116244,11,1,99
13056,5,4,20
9712,1,1,3
116651,5,1,35
46873,6,1,23
89367,5,1,93
123299,11,1,70
86859,4,1,51
117485,2,1,93
22465,11,2,191
50199,1,1,55
6240,7,6,374
40671,11,1,49
10683,7,4,110
59330,6,1,90
10140,2,1,64
32988,7,1,36
13826,5,3,255
35020,5,2,71
69520,4,1,32
19211,7,3,113
7535,7,5,422
19650,2,3,260
1597,3,16,351
93722,5,1,69
11252,3,3,69
95570,5,1,33
41190,5,1,44
11406,4,4,298
84036,4,1,17
34935,2,2,191
75629,5,1,14
43418,2,1,48
121533,4,1,8
54052,5,1,2
121063,7,1,80
112049,13,1,18
116049,7,1,74
46597,8,1,3
22919,3,2,147
41452,10,1,71
40059,9,1,92
31121,3,2,18
23515,10,1,2
29952,8,2,156
43268,1,1,7
109259,6,1,19
118687,7,1,100
22657,4,2,16
61282,2,1,11
8088,2,5,196
86533,5,1,51
44756,11,1,96
19417,8,1,16
4731,8,7,194
50741,1,1,96
41521,7,1,56
76693,8,1,13
60421,4,1,4
12741,6,2,128
1077,7,6,579
58418,7,1,14
79036,5,1,40
86509,1,1,53
106575,11,1,4
17838,2,3,279
114670,7,1,86
122956,2,1,35
31624,4,2,78
5888,10,6,582
77088,5,1,81
34204,7,2,61
62638,7,1,84
53094,7,1,93
90357,13,1,30
21031,11,3,16
85496,5,1,39
118117,4,1,38
7672,5,1,2
81053,5,1,64
82271,4,1,48
119948,10,1,80
10696,7,4,340
61555,1,1,14
97137,4,1,83
94826,4,1,92
73398,14,1,53
1993,2,13,508
76479,11,1,47
74814,5,1,76
122004,8,1,84
39074,2,2,29
109680,4,1,16
41667,5,1,33
120482,7,1,95
87498,4,1,82
1638,7,15,689
49515,5,1,45
27142,4,2,161
11660,11,4,394
69437,5,1,92
62687,3,1,86
81942,7,1,66
90847,5,1,69
118884,1,1,51
91507,7,1,92
38442,4,1,68
69449,13,1,59
72116,7,1,36
54290,5,1,87
61291,5,1,79
43048,1,1,12
23545,7,1,93
26904,5,2,6
913,4,2,47
42505,5,1,46
105483,7,1,60
19922,3,3,137
39021,4,2,166
53254,4,1,94
28553,13,2,152
1314,6,7,363
62352,1,1,24
103746,12,1,56
3332,2,7,438
33935,2,2,81
70886,7,1,21
31387,11,2,124
20041,2,1,89
28832,7,2,58
39696,6,2,187
45485,8,1,67
28664,13,1,73
5994,10,1,63
43120,1,1,13
17991,10,3,208
55360,7,1,46
91129,4,1,46
44536,3,1,100
10048,8,4,249
24704,7,2,42
1850,2,14,1095
17918,5,3,141
35239,7,1,79
105573,1,1,65
42312,11,1,17
112728,1,1,12
45937,10,1,81
90472,5,1,96
52322,2,1,28
55203,1,1,13
87928,13,1,62
120596,7,1,23
122612,4,1,8
50315,5,1,48
123338,7,1,33
6555,11,1,90
3264,3,3,104
83007,5,1,29
111522,1,1,52
98916,1,1,33
24732,8,1,28
119198,7,1,46
52136,4,1,85
73010,6,1,66
67801,7,1,25
47085,5,1,10
82264,1,1,94
77204,7,1,34
33198,4,2,128
74425,1,1,51
72072,4,1,78
105921,3,1,9
87179,3,1,100
4741,11,2,48
29143,4,1,54
68163,4,1,89
51060,4,1,58
123170,7,1,75
72900,5,1,68
224,2,114,7920
12605,1,4,60
106604,1,1,32
119795,5,1,28
114266,5,1,5
97942,5,1,47
36653,3,1,23
26179,7,2,152
97060,1,1,80
48720,5,1,46
43228,2,1,33
108018,4,1,70
37268,5,2,72
4855,6,7,233
113775,11,1,43
105479,4,1,5
86426,7,1,48
113347,3,1,94
70962,13,1,43
6169,11,3,251
4906,3,7,400
30951,11,2,121
1316,1,19,1753
17737,4,3,227
215,1,117,6848
55990,4,1,65
18613,3,1,76
106618,4,1,6
52071,3,1,36
25411,10,2,59
17642,7,2,198
32734,8,1,77
73265,9,1,1
15686,5,3,116
103623,1,1,79
17962,2,2,107
32642,4,2,196
73691,4,1,27
98082,7,1,18
24342,3,2,54
17039,7,3,215
12971,5,4,260
49763,7,1,5
45382,13,1,51
4697,2,1,78
26299,7,2,200
63495,13,1,15
78481,13,1,61
69842,10,1,97
38073,7,2,71
12169,5,4,380
29683,9,2,132
31571,4,1,49
25749,5,2,76
63713,6,1,49
22032,4,2,130
106066,5,1,62
33270,5,2,194
48877,10,1,19
85883,11,1,99
101743,1,1,36
17420,7,3,11
114061,1,1,40
82059,8,1,74
51326,10,1,24
115972,7,1,78
70168,2,1,97
17137,3,3,276
93459,11,1,67
61603,6,1,17
21288,13,1,67
23976,11,2,91
29120,4,1,39
26762,7,2,191
77806,7,1,47
35919,8,2,20
70052,5,1,93
13556,8,3,209
54508,2,1,60
112519,6,1,95
33822,3,1,83
7703,7,5,177
77062,7,1,44
50704,7,1,72
54342,6,1,34
78631,4,1,32
75640,11,1,37
62971,1,1,16
2137,5,12,508
117831,5,1,81
66025,1,1,74
49326,12,1,84
5908,7,6,529
25808,14,1,4
66212,2,1,99
61394,13,1,71
101283,5,1,85
11409,2,1,33
50028,7,1,36
74031,12,1,18
119053,5,1,19
121753,5,1,79
57491,10,1,69
87909,7,1,80
40293,1,1,38
74947,5,1,56
113547,1,1,93
87131,4,1,76
91443,5,1,14
32725,7,2,54
3993,6,1,77
11080,6,1,68
71140,4,1,65
63212,10,1,94
104660,3,1,26
48455,5,1,10
5969,5,6,571
92634,9,1,48
99033,2,1,28
67405,5,1,29
17097,3,1,83
122166,7,1,63
83857,4,1,93
26393,7,2,195
81218,4,1,35
82631,13,1,99
12012,3,4,227
83615,11,1,47
39305,7,2,142
118615,7,1,74
97175,4,1,12
84290,7,1,49
69616,6,1,36
19702,2,3,237
1660,4,15,709
110748,5,1,53
105464,5,1,48
86593,6,1,29
87042,1,1,54
112826,7,1,11
11630,13,4,220
2509,11,11,587
17340,7,1,23
119041,10,1,45
62979,10,1,1
81691,5,1,31
16294,11,1,90
98331,5,1,65
9217,7,5,119
15236,8,1,77
68151,7,1,2
109028,5,1,9
100997,10,1,76
63033,5,1,41
19796,3,3,189
116835,5,1,4
6845,7,6,368
74585,10,1,30
11624,2,4,90
119653,2,1,72
23643,2,2,125
1400,1,18,1017
65921,1,1,51
53830,1,1,57
4381,2,8,650
47101,7,1,76
15871,4,3,33
69822,6,1,5
107933,5,1,77
17058,4,3,192
60398,5,1,36
25351,1,2,150
27070,10,2,157
61661,6,1,96
61014,4,1,11
5446,2,2,11
87092,10,1,93
13493,3,4,353
118685,13,1,86
7253,7,4,96
78878,7,1,60
89498,3,1,85
86160,13,1,73
89497,2,1,66
93693,4,1,71
57447,4,1,73
83139,5,1,72
102289,5,1,93
28323,5,2,142
60203,6,1,58
24356,7,2,132
54191,4,1,88
106704,11,1,32
4265,7,8,671
116561,4,1,85
110227,4,1,2
65374,10,1,79
10053,2,4,155
25914,13,2,47
6702,4,6,15
42500,5,1,100
10775,6,4,333
76246,2,1,97
49471,5,1,73
69146,5,1,73
26111,4,2,102
57250,1,1,98
44068,4,1,44
16686,7,3,3
91720,5,1,17
93257,3,1,48
83444,12,1,47
93515,10,1,18
13899,10,3,152
32463,2,2,182
58429,11,1,58
51659,7,1,59
8150,4,2,29
2753,6,10,381
112757,7,1,46
52972,4,1,17
118045,7,1,21
62589,7,1,26
119044,4,1,93
42257,5,1,79
67789,4,1,76
14904,6,1,98
63292,7,1,22
8702,7,1,79
18578,8,3,172
87561,12,1,53
26144,4,2,53
27265,4,2,48
33265,5,2,86
121387,5,1,13
26834,7,2,37
69309,2,1,57
13910,4,3,59
88648,1,1,90
89340,11,1,71
23481,7,1,52
84093,1,1,16
23689,6,2,9
51665,6,1,69
95588,7,1,63
115784,1,1,1
38589,8,1,48
12615,6,1,13
47662,2,1,23
3764,8,1,27
17113,5,3,296
122298,4,1,3
3364,2,9,819
91348,11,1,91
89144,11,1,89
29664,7,2,36
12498,11,4,164
74295,2,1,23
122639,4,1,62
82419,13,1,60
115440,4,1,80
74409,7,1,98
23087,13,1,47
8617,2,1,70
120687,8,1,53
87938,4,1,64
74474,7,1,34
117976,4,1,53
110807,11,1,57
99140,13,1,51
58406,7,1,65
18119,5,1,96
37143,13,2,10
89865,10,1,21
37138,5,2,105
31486,8,2,70
28152,5,2,103
92312,10,1,51
61695,6,1,80
34271,1,2,83
70942,12,1,38
38137,8,1,47
77268,13,1,63
106262,7,1,8
80858,3,1,27
36860,5,2,156
1817,7,2,17
38524,2,1,20
72834,11,1,77
8158,3,5,5
115640,5,1,100
16976,5,3,179
4624,6,1,7
53720,7,1,38
75086,12,1,18
22894,4,2,58
14518,2,1,55
43121,1,1,94
115932,2,1,19
72664,11,1,6
55165,7,1,8
18983,6,1,77
76537,5,1,4
11763,11,4,310
104729,5,1,47
11296,2,4,149
105022,5,1,43
66723,7,1,65
35606,3,2,15
60821,7,1,73
120216,6,1,73
100188,5,1,97
16421,5,1,93
48683,7,1,86
7859,1,5,134
8166,7,5,39
110234,2,1,42
23181,4,2,49
6673,11,3,117
17193,7,3,48
31569,14,2,74
122556,5,1,56
56894,4,1,84
86879,1,1,62
64387,4,1,100
7092,10,1,89
113743,5,1,94
103762,5,1,87
9684,4,2,142
98649,2,1,76
9132,1,5,351
100146,8,1,55
9702,7,5,434
7706,5,1,3
58780,7,1,19
36977,2,2,77
8847,5,5,27
20656,9,3,200
52231,11,1,42
97598,5,1,48
116749,1,1,21
20497,4,3,29
40640,4,1,51
18145,4,3,195
104190,11,1,87
82431,10,1,11
48225,7,1,4
14564,2,3,230
44440,5,1,23
45958,5,1,33
33271,13,2,84
33281,2,1,7
59740,6,1,65
368,6,2,81
18228,1,3,274
57899,7,1,6
103358,6,1,12
31124,5,2,76
121911,11,1,66
49080,5,1,94
25662,5,1,16
55214,8,1,11
18971,2,2,13
117448,5,1,88
79357,7,1,22
52004,5,1,41
91609,5,1,25
101923,5,1,75
44622,4,1,75
104930,4,1,80
107497,2,1,49
95959,7,1,35
8272,6,5,425
19103,1,3,101
36381,4,2,149
91413,12,1,6
36565,13,1,8
44159,5,1,12
83622,5,1,46
38599,3,1,10
46746,5,1,78
18103,5,3,200
30942,1,1,14
22605,7,2,116
51274,1,1,12
82119,4,1,50
3004,6,10,735
28013,3,2,168
94383,1,1,44
20640,10,1,95
97649,5,1,1
8228,4,5,467
104168,10,1,56
61298,5,1,62
62839,2,1,53
27212,7,1,89
69420,5,1,83
58850,2,1,83
97619,4,1,58
70219,2,1,13
37970,7,2,159
21012,11,3,267
58923,4,1,63
106204,7,1,63
94613,5,1,67
32651,2,2,49
16732,4,1,19
47527,5,1,95
72754,2,1,71
109723,7,1,47
77631,3,1,15
20387,3,1,79
91582,11,1,27
116390,1,1,65
22817,5,2,11
60181,6,1,77
75820,1,1,33
117942,1,1,67
11286,7,4,395
121865,11,1,6
38240,10,2,40
32420,9,2,175
1184,1,21,577
114939,7,1,39
31119,8,2,149
7103,2,3,200
2679,2,10,746
13410,10,1,88
89662,13,1,68
104118,7,1,97
114331,4,1,17
29533,5,2,71
77355,5,1,60
64597,5,1,28
47412,2,1,61
28548,7,2,134
57757,7,1,8
110339,5,1,70
13660,4,3,231
27795,7,1,84
113679,5,1,93
60225,5,1,5
88268,6,1,22
61558,10,1,18
48468,6,1,26
49530,11,1,67
29677,2,2,166
84868,7,1,23
31242,6,1,41
111184,7,1,17
9322,10,5,140
10084,4,4,285
119773,4,1,79
96196,1,1,65
63975,10,1,19
15334,6,1,33
103974,5,1,43
25751,7,1,19
49596,7,1,47
84469,2,1,88
83150,6,1,80
120182,8,1,24
19507,4,3,4
83060,5,1,45
48559,2,1,18
30437,7,2,113
59471,7,1,44
105162,4,1,65
58417,3,1,21
72060,5,1,65
46442,4,1,69
75353,1,1,63
98946,5,1,12
15027,5,3,104
45196,1,1,21
17602,2,3,297
29887,6,1,34
27600,6,1,68
111271,5,1,2
29898,11,2,109
6851,2,1,15
28172,1,2,116
80404,6,1,47
101061,1,1,1
78298,7,1,88
43310,4,1,2
17423,4,3,205
11250,11,1,61
32608,5,2,79
120762,11,1,85
73964,14,1,18
49718,8,1,96
88494,5,1,4
85681,7,1,71
29386,13,2,113
17282,4,1,37
1938,8,1,11
83997,1,1,41
60006,7,1,13
31475,7,2,151
71038,3,1,60
89726,3,1,99
80136,1,1,12
95770,11,1,98
8244,6,1,7
14179,6,1,20
4897,2,7,555
104707,4,1,64
53050,5,1,99
37251,1,2,79
72149,2,1,28
11623,7,4,141
79134,5,1,36
73652,4,1,16
27630,5,2,179
105731,5,1,39
78626,3,1,36
61709,5,1,22
6881,1,6,506
31930,4,2,93
2739,2,10,795
3057,6,2,15
32905,4,1,92
37973,3,2,172
100209,3,1,28
61926,4,1,51
36666,3,2,12
69046,11,1,76
83907,1,1,39
104905,7,1,26
112113,6,1,36
71188,6,1,59
5940,10,3,205
116891,5,1,56
19215,11,3,264
119302,1,1,17
79599,4,1,39
70863,1,1,24
11561,11,1,19
66959,11,1,18
12352,3,4,396
730,10,34,1305
24413,5,2,82
92288,7,1,88
38519,10,2,191
34022,5,2,152
58888,2,1,6
25647,5,2,36
100472,7,1,92
94116,10,1,55
40533,7,1,12
28578,10,2,61
77582,10,1,85
67490,1,1,18
38890,1,2,138
92491,5,1,18
58279,11,1,82
36802,6,2,12
23903,7,2,17
49888,2,1,41
88623,4,1,31
86084,5,1,53
120647,2,1,97
27584,5,2,143
73911,2,1,26
97276,5,1,28
103639,7,1,30
7008,7,6,422
79322,4,1,33
83043,11,1,40
38079,2,2,31
36503,5,1,72
62484,5,1,82
33731,7,2,88
93916,6,1,65
73587,7,1,15
119857,4,1,82
47438,5,1,32
32279,6,1,16
39318,3,2,9
9633,3,1,5
58039,3,1,70
25198,7,2,46
48880,2,1,91
43626,2,1,48
42598,6,1,38
103182,4,1,49
96434,10,1,17
109519,7,1,66
74594,5,1,1
47037,8,1,49
81602,13,1,38
105824,7,1,70
69369,4,1,43
56707,6,1,45
57839,4,1,94
5656,8,1,5
96572,2,1,57
19494,2,3,176
72913,7,1,76
119427,1,1,61
104894,5,1,61
2118,14,3,239
70939,5,1,82
18001,6,3,293
111372,5,1,22
92697,10,1,54
4608,1,7,536
1487,4,17,785
17623,11,2,175
110980,1,1,27
72544,10,1,77
105010,6,1,93
32959,5,2,103
90904,4,1,28
49521,3,1,22
466,1,53,604
108201,4,1,12
16051,13,1,73
73255,7,1,33
102093,7,1,41
33850,7,2,49
64074,5,1,93
73762,5,1,74
67823,11,1,72
24222,7,2,73
50095,7,1,19
4321,3,8,433
36325,7,2,151
19142,9,3,78
99785,8,1,30
86739,1,1,96
59519,5,1,46
13606,4,3,299
22599,4,1,88
85216,7,1,15
118888,5,1,42
34040,6,2,165
103537,7,1,62
104670,1,1,77
116319,12,1,3
91031,4,1,33
62617,8,1,63
12376,7,4,24
8135,6,5,252
110381,3,1,56
74051,4,1,50
79537,1,1,23
94402,8,1,4
80775,10,1,43
97669,3,1,88
68645,7,1,18
65572,6,1,72
83017,5,1,75
11034,11,4,252
38179,7,2,45
97470,6,1,34
108109,5,1,23
104105,10,1,32
44730,5,1,73
23935,8,1,94
28581,13,2,164
34049,10,2,190
73202,7,1,22
21376,12,2,4
55211,13,1,21
9929,2,4,153
21213,2,3,117
667,7,5,260
59424,5,1,24
8508,1,5,131
102248,4,1,2
84398,5,1,91
9627,5,5,4
75691,12,1,28
83895,2,1,56
76414,1,1,60
4463,14,5,468
18893,10,3,26
97133,4,1,84
1773,2,14,1058
60356,12,1,33
113388,7,1,31
87057,5,1,80
114504,6,1,28
64006,13,1,21
98792,4,1,65
73496,4,1,8
82798,4,1,73
66769,6,1,11
92427,5,1,66
3680,7,9,248
5979,9,4,300
18973,13,1,56
101786,8,1,100
78958,2,1,25
5827,3,6,14
39860,5,2,15
90045,5,1,69
65242,1,1,23
38402,2,1,43
9247,7,5,133
112419,9,1,56
81260,13,1,46
51524,4,1,81
34234,6,2,198
24880,1,1,57
56093,6,1,5
97735,4,1,18
80028,1,1,49
81733,1,1,45
80218,3,1,46
61479,3,1,36
61541,3,1,69
53827,4,1,59
25758,11,1,80
40074,5,1,53
15300,6,1,64
66303,2,1,30
75859,5,1,15
99243,5,1,19
69010,8,1,45
32286,6,2,20
77142,4,1,41
58559,1,1,29
5318,1,7,664
72085,1,1,96
69094,13,1,96
30657,1,2,99
5273,1,1,27
100235,7,1,65
61632,3,1,27
77661,8,1,58
17727,4,1,73
8257,8,2,172
39138,2,2,51
106141,13,1,46
104556,5,1,76
3174,7,6,317
38479,6,2,106
60122,3,1,81
12230,4,4,32
74114,2,1,67
18778,5,3,177
52661,2,1,16
96585,9,1,76
81609,5,1,43
80035,6,1,29
92907,12,1,84
27255,7,2,156
120963,5,1,23
83597,7,1,12
43579,5,1,61
110017,12,1,72
44661,7,1,56
89860,2,1,64
48037,5,1,20
111259,4,1,6
23841,11,1,3
52498,3,1,57
96644,7,1,67
26498,4,2,45
42750,4,1,15
54049,6,1,62
95435,5,1,51
106832,7,1,14
80135,8,1,45
27436,4,2,95
108424,2,1,96
89529,7,1,49
103091,4,1,84
21710,8,2,91
6973,11,6,414
119017,4,1,29
80293,5,1,76
92215,3,1,89
11470,1,4,282
115768,1,1,74
83966,2,1,61
45857,7,1,73
78992,4,1,78
21991,11,2,192
2651,2,10,741
2014,9,12,1109
49565,8,1,77
44947,13,1,83
82109,4,1,70
30693,2,2,9
1843,1,14,1012
53079,5,1,48
5358,1,7,583
16443,7,3,238
106674,5,1,39
28489,7,1,75
99658,4,1,32
68930,11,1,29
25947,7,2,143
100008,10,1,86
5656,7,1,58
89462,5,1,2
18050,6,3,258
5356,13,2,28
5812,11,2,33
81386,5,1,94
34344,5,2,114
24990,13,2,8
69808,1,1,6
44461,1,1,47
30141,7,2,159
93100,5,1,6
100854,5,1,98
41875,4,1,21
74673,11,1,92
2104,3,12,692
42507,6,1,55
81176,3,1,85
26489,4,2,55
58687,7,1,56
96695,5,1,38
67152,1,1,15
79463,1,1,83
97119,2,1,9
59319,3,1,1
20037,4,3,72
4420,13,1,39
107373,4,1,87
13315,3,1,30
104963,5,1,88
91906,7,1,2
118107,5,1,60
18791,5,3,157
32649,3,2,10
84870,6,1,20
109945,1,1,91
61112,7,1,85
65455,3,1,12
105580,1,1,1
27276,11,1,14
66133,1,1,19
47066,5,1,18
119735,4,1,34
122578,10,1,31
72884,1,1,3
38453,7,2,77
36372,11,2,146
61316,6,1,11
59661,11,1,29
87610,5,1,7
3930,8,7,368
96305,4,1,45
26012,9,1,90
104977,7,1,22
23923,6,1,91
57970,3,1,30
16300,8,1,1
15884,4,3,257
62765,3,1,53
1349,1,1,56
113116,10,1,94
33337,6,1,21
21439,7,2,65
96116,6,1,42
13067,2,4,191
91614,1,1,97
37104,4,2,119
83296,5,1,46
63305,8,1,6
95340,10,1,64
17349,11,3,232
8312,5,2,138
90863,3,1,71
98683,5,1,56
109921,8,1,31
13274,4,1,64
44032,1,1,55
80368,7,1,37
107930,7,1,73
6131,7,6,588
21298,5,3,120
120353,7,1,86
28167,13,1,100
1867,5,13,97
50200,8,1,48
122334,2,1,22
22465,7,1,8
107085,4,1,94
13958,11,3,124
25987,13,1,67
13069,1,1,91
43944,5,1,56
105752,1,1,64
104150,7,1,40
53043,5,1,66
99997,1,1,15
55550,7,1,25
64592,4,1,79
18905,5,3,131
50422,4,1,35
57318,1,1,46
91751,2,1,82
69991,11,1,83
62090,10,1,87
109557,5,1,72
77587,7,1,36
100914,4,1,19
106824,1,1,88
89950,9,1,65
101477,5,1,72
94093,6,1,38
78682,7,1,59
62978,10,1,24
65591,4,1,76
3019,2,10,611
1948,7,13,584
65841,12,1,12
45926,11,1,80
91959,3,1,11
47414,1,1,44
89602,5,1,78
66244,9,1,35
42991,1,1,49
119544,7,1,87
21733,13,1,97
77321,2,1,58
35373,11,2,21
95407,3,1,35
16980,7,1,77
53559,13,1,100
110907,6,1,82
85235,5,1,61
60741,10,1,70
108090,5,1,68
86384,6,1,79
96721,7,1,35
69333,7,1,33
107164,5,1,30
27978,2,2,99
10849,2,4,206
34331,7,1,5
117950,1,1,96
78869,4,1,86
80831,5,1,39
45391,2,1,50
77996,7,1,2
101659,1,1,18
53435,12,1,6
17907,7,3,58
98554,7,1,25
47257,7,1,47
40422,1,1,29
50283,5,1,68
84720,6,1,77
66149,5,1,20
6459,1,6,559
73538,5,1,86
87872,11,1,51
90556,13,1,78
55623,4,1,97
42794,6,1,56
101347,6,1,69
53006,3,1,55
43246,1,1,47
6107,7,6,265
64760,6,1,4
70201,4,1,27
29783,13,2,27
100133,1,1,73
563,4,21,1882
23007,5,2,15
39089,11,2,194
51409,10,1,98
117013,2,1,6
11376,6,4,232
59864,6,1,97
90987,3,1,77
39993,1,2,59
17481,5,3,118
20672,10,1,79
7679,7,5,214
27115,10,1,62
16869,4,3,49
91686,5,1,14
51590,6,1,52
42628,2,1,84
28561,2,2,128
53278,5,1,40
19255,8,3,104
97646,10,1,7
3442,6,2,46
68537,7,1,17
60203,7,1,1
64443,3,1,18
114617,7,1,87
98615,2,1,58
38404,4,2,34
113491,4,1,13
92878,2,1,17
49346,10,1,23
84773,3,1,62
1172,2,21,2081
109682,2,1,30
23599,7,1,26
91023,5,1,1
95151,5,1,88
10749,7,4,328
52455,8,1,21
66241,9,1,55
93653,4,1,6
30184,5,2,114
47496,7,1,84
108409,5,1,40
51885,13,1,71
28286,6,2,3
102286,5,1,43
121180,6,1,60
58839,7,1,1
8474,5,1,99
15023,7,3,5
6088,1,6,25
102099,8,1,15
27814,11,1,33
71443,7,1,96
69945,10,1,23
18639,8,1,52
41907,5,1,91
92969,4,1,49
29242,8,2,106
47774,13,1,5
65588,6,1,79
20976,5,3,156
11941,11,4,169
23376,5,2,106
78743,3,1,28
26556,6,2,49
57783,1,1,40
50522,6,1,10
33335,7,2,179
80313,1,1,11
95767,6,1,51
23428,9,2,50
66827,2,1,59
16875,11,1,90
39179,7,2,115
67658,3,1,53
65795,5,1,62
9614,7,5,475
60997,9,1,83
28622,2,2,31
29798,4,2,153
19808,7,3,237
118418,5,1,85
29193,11,2,125
71014,7,1,95
2380,2,11,1048
75305,11,1,98
2218,5,12,1179
50854,5,1,31
111559,5,1,87
17114,10,3,73
76720,2,1,53
82111,8,1,38
97725,5,1,38
36591,5,2,176
16905,5,3,20
11607,7,4,39
39892,3,1,32
22855,2,2,145
23930,6,2,38
27200,11,2,162
105566,4,1,48
30574,7,2,119
89232,4,1,86
39540,1,1,93
6130,8,1,69
34148,8,2,8
68021,4,1,95
5821,2,1,42
71336,10,1,31
118287,10,1,70
14271,13,3,3
121395,2,1,40
97289,5,1,68
50159,10,1,3
22263,4,1,57
46801,4,1,84
6834,7,6,121
24347,4,2,138
11742,3,1,97
64408,3,1,78
100718,3,1,12
44793,7,1,21
104178,3,1,50
38893,2,2,194
55571,1,1,11
3195,3,10,678
24013,8,2,89
91417,5,1,60
2387,7,11,638
33971,6,2,55
46054,4,1,44
70469,12,1,7
1709,5,2,143
17841,4,3,94
63511,5,1,74
3956,7,7,696
4911,10,7,546
32892,2,1,9
45122,5,1,99
70967,5,1,50
17761,5,3,243
7392,4,6,78
105235,10,1,67
111300,4,1,99
50156,3,1,9
121075,1,1,12
84563,5,1,36
75130,7,1,29
69592,5,1,96
19865,8,3,276
54764,3,1,18
38723,7,2,88
1250,7,1,34
67672,6,1,75
50866,6,1,58
39647,8,1,32
34635,4,2,88
40935,5,1,38
61633,5,1,89
25779,4,2,98
118996,11,1,97
91607,1,1,47
119326,5,1,7
25051,4,2,110
16582,6,3,93
72906,2,1,4
14185,6,1,100
25724,2,2,108
34242,7,2,34
98176,1,1,90
46953,5,1,95
13230,11,4,98
9857,11,1,90
94108,6,1,81
78772,5,1,8
87348,5,1,38
96228,5,1,65
49304,11,1,49
59845,1,1,38
37676,5,2,34
6184,5,6,411
30952,7,2,23
12606,4,1,28
38278,1,2,83
21307,6,1,32
35111,7,2,118
37112,4,2,21
64191,1,1,96
32752,5,2,99
13942,7,3,132
79710,7,1,90
14998,4,3,91
83449,6,1,65
92045,2,1,48
15268,6,3,109
105022,7,1,98
84009,4,1,18
44311,11,1,37
71562,1,1,60
53157,3,1,84
68309,7,1,28
40786,1,1,1
103608,10,1,74
9187,6,3,60
105993,7,1,47
36660,13,1,41
27803,4,1,55
85034,7,1,37
101906,6,1,7
80418,7,1,49
7353,7,6,384
116660,1,1,61
40007,3,2,57
41214,2,1,64
36121,4,1,73
84449,5,1,16
29782,5,2,99
49173,7,1,17
28828,8,2,34
26316,1,1,91
35478,7,1,92
63918,13,1,33
17666,7,3,38
83144,7,1,48
54099,7,1,75
51884,1,1,47
8396,6,5,352
67821,6,1,31
80536,5,1,78
87210,13,1,77
67598,10,1,81
44928,4,1,47
31741,4,2,3
3932,7,8,624
29280,13,1,68
117967,11,1,39
85136,1,1,82
6250,7,6,362
32986,6,2,80
59043,6,1,30
90254,4,1,95
71753,5,1,99
11677,7,4,195
22580,4,2,151
121268,1,1,7
15775,4,3,168
14860,7,3,117
62590,4,1,70
111447,4,1,27
17097,4,3,257
2459,1,11,689
9865,4,4,238
57580,3,1,78
76682,6,1,89
28764,4,1,6
63993,5,1,85
5826,8,1,29
21304,10,3,152
36040,7,2,75
12993,13,1,25
98629,1,1,43
28616,6,2,168
83834,7,1,32
1657,1,15,1414
99496,1,1,98
2243,1,11,541
61874,10,1,60
14580,3,3,71
32944,3,2,39
102476,4,1,50
40827,3,1,32
10695,2,1,77
2515,3,11,574
60131,7,1,4
80666,13,1,15
97637,7,1,9
94942,5,1,24
46346,8,1,35
79998,6,1,14
88741,13,1,15
76528,4,1,75
803,11,6,541
7045,2,5,211
105599,5,1,22
50400,7,1,81
7745,5,1,8
86018,5,1,31
34387,7,2,133
118644,7,1,52
13706,5,3,17
61958,4,1,51
9906,8,2,135
79268,5,1,24
13645,7,4,151
44784,7,1,27
78669,7,1,82
49593,11,1,8
46144,2,1,48
72018,6,1,3
91298,4,1,80
34713,7,2,169
118553,5,1,29
72637,8,1,7
